index,lr,rl,lR,Lr,rL,Rl,lL,rR,ll,rr,l,r,L,R,Space,Enter,Backspace,cpm,y
0,0.201949187613,0.166571874986,0.487475099818,0.184818040692,0.452852499904,0.17918165137,0.232782868415,0.282055359041,0.172454222157,0.330456499971,0.142550971492,0.10964444678,0.119233636694,0.119443650957,0.096005000174,0.148580000004,0.0366972477064,136.800808505,1.0
1,0.303478769277,0.142125882263,0.487475099818,0.184818040692,0.452852499904,0.17918165137,0.232782868415,0.282055359041,0.165809333355,0.180810400005,0.145985000052,0.120543512198,0.119233636694,0.119443650957,0.0964972083782,0.153928800002,0.0,246.091139515,1.0
2,0.115700666793,0.114287437464,0.487475099818,0.184818040692,0.452852499904,0.17918165137,0.232782868415,0.282055359041,0.113592999925,0.128241600096,0.104344782703,0.106328666676,0.119233636694,0.119443650957,0.0964972083782,0.0827454116524,0.0838622607439,255.902241373,1.0
3,0.163868459546,0.0965702308772,0.487475099818,0.184818040692,0.452852499904,0.203139999881,0.16666399998,0.282055359041,0.150330631577,0.11488515375,0.106139844609,0.11049820832,0.12499900007,0.11718649976,0.0859384997748,0.0926666278609,0.0311284046693,258.008110791,1.0
4,0.0602759288491,0.0613009997715,0.487475099818,0.184818040692,0.452852499904,0.0937580000609,0.232782868415,0.282055359041,0.080595052654,0.0520963887684,0.103141699987,0.117822769122,0.119233636694,0.109364000149,0.10938199982,0.0989643332238,0.298507462687,538.832895999,1.0
5,0.185772222053,0.0823925455863,0.487475099818,0.0937569998205,0.452852499904,0.17918165137,0.232782868415,0.282055359041,0.112866222134,0.109381249989,0.099336142818,0.0989675835008,0.0937569998205,0.119443650957,0.0964972083782,0.0924707501351,0.0838622607439,255.902241373,1.0
6,0.151852999885,0.118485000081,0.487475099818,0.450010749744,0.452852499904,0.176004000008,0.232782868415,0.188033999875,0.133681580635,0.199548038475,0.108406724705,0.102882250044,0.130212888639,0.134021000471,0.0919975001986,0.0837197931291,0.0459183673469,226.077345059,1.0
7,0.097873333469,0.103530176422,0.487475099818,0.16198900016,0.452852499904,0.17918165137,0.141337333558,0.282055359041,0.135415088248,0.187414764646,0.114863373047,0.108808019999,0.119994800165,0.119443650957,0.0879810002322,0.0897943792094,0.0128205128205,311.198911762,1.0
8,0.186171999977,0.172383499937,0.487475099818,0.224844000302,0.452852499904,0.0747380005196,0.191452999599,0.282055359041,0.132710000007,0.0932826000266,0.116677208319,0.108995545486,0.117023999803,0.138041000813,0.0980950002559,0.0938518332421,0.111111111111,251.047730893,1.0
9,0.113447000156,0.0894735293353,0.487475099818,0.106068999507,0.452852499904,0.17918165137,0.232782868415,0.16531599996,0.212847916797,0.166225714343,0.108651870892,0.103746347777,0.133087999653,0.110878999811,0.0964972083782,0.0833094166592,0.0838622607439,255.902241373,1.0
10,0.118985999764,0.102352705948,0.487475099818,0.105374000035,0.452852499904,0.17918165137,0.232782868415,0.190526000224,0.117181058973,0.12464024988,0.120004524966,0.119761181826,0.110004999675,0.101911666493,0.0964972083782,0.0927492499662,0.0838622607439,255.902241373,1.0
11,0.138423625031,0.115068722309,0.487475099818,0.184818040692,0.452852499904,0.17918165137,0.511167000048,0.282055359041,0.157614785646,0.119919249788,0.114227774995,0.113876888977,0.112937999889,0.119443650957,0.0924273335064,0.0909249998097,0.0838622607439,255.902241373,1.0
12,0.176321359017,0.112981291565,0.487475099818,0.148533500731,0.452852499904,0.17918165137,0.232782868415,0.85967499949,0.154040531241,0.201475500031,0.116724535743,0.111031528264,0.119396000169,0.106179250171,0.0964972083782,0.0953392542551,0.00320512820513,325.892322597,1.0
13,0.145025291713,0.114472222066,0.487475099818,0.184818040692,0.452852499904,0.111503000371,0.232782868415,0.282055359041,0.14806003999,0.131099500016,0.116123353022,0.111805249983,0.119233636694,0.12750100065,0.0963870007545,0.0963848213599,0.0062893081761,210.347625911,1.0
14,0.218028625008,0.138465555592,0.487475099818,0.201497000176,0.452852499904,0.17918165137,0.561566999648,0.282055359041,0.175293666621,0.0915391998366,0.107471411829,0.111777176259,0.123315499863,0.0920649999753,0.0964972083782,0.0958360001031,0.0838622607439,255.902241373,1.0
15,0.128676291633,0.126650863708,0.487475099818,0.14862699993,0.452852499904,0.149655499961,0.174021666559,0.282055359041,0.155513000034,0.234095666713,0.120818877201,0.10766615907,0.117621799931,0.118100750027,0.0912711998448,0.0955582609724,0.115384615385,178.147387083,1.0
16,0.119849099964,0.118667733421,0.487475099818,0.138802999631,0.452852499904,0.17918165137,0.232782868415,0.282055359041,0.18172877265,0.121468750061,0.123871911152,0.114326771429,0.10127449967,0.138220000081,0.117081000004,0.103113478374,0.00917431192661,334.761615431,1.0
17,0.124276999892,0.101961399863,0.487475099818,0.184818040692,0.452852499904,0.17918165137,0.377131000161,0.462786999531,0.15530661558,0.127087000292,0.116042176453,0.105789636304,0.185445000418,0.116607499775,0.0950967504177,0.0844729167099,0.0838622607439,255.902241373,1.0
18,0.105443444413,0.118202900048,0.487475099818,0.184818040692,0.452852499904,0.173238000367,0.0906929997727,0.282055359041,0.131051749922,0.0969167500734,0.127084571425,0.106887190558,0.127727999352,0.111234333366,0.0974473332365,0.0938335555709,0.0838622607439,255.902241373,1.0
19,0.223718199972,0.167717454362,0.487475099818,0.137750999536,0.452852499904,0.15606349986,0.212257999927,0.205460499972,0.305422909134,0.154666709206,0.12523211118,0.10855670591,0.113024249906,0.13820875017,0.106080499788,0.0798704999033,0.0838622607439,255.902241373,1.0
20,0.107475714359,0.124463999993,0.487475099818,0.113554999698,0.772055000067,0.17918165137,0.272771333344,0.282055359041,0.152929499978,0.181261083422,0.112935714202,0.123611884729,0.109255749965,0.119443650957,0.10609500017,0.0823367499979,0.0838622607439,255.902241373,1.0
21,0.267097999874,0.200367714278,0.487475099818,0.184818040692,0.452852499904,0.17918165137,0.162873000372,0.282055359041,0.140202571372,0.0896399999037,0.129069774231,0.125909750039,0.137956500519,0.119443650957,0.103572500404,0.101637555597,0.0838622607439,255.902241373,1.0
22,0.140460160002,0.151839749987,0.487475099818,0.358004333141,0.452852499904,0.17918165137,0.189453666409,0.33684700029,0.146649000008,0.155055842068,0.129924915697,0.11641373683,0.1656109998,0.15683049988,0.113415333132,0.0935418274703,0.0418848167539,191.102682657,1.0
23,0.135928374948,0.143150200136,0.487475099818,0.184818040692,0.452852499904,0.17918165137,0.232782868415,0.282055359041,0.129392375005,0.117373833122,0.118936249893,0.113495937549,0.119233636694,0.119443650957,0.0964972083782,0.0887341663862,0.0838622607439,255.902241373,1.0
24,0.193983959928,0.128197758587,0.389340499882,0.184818040692,0.452852499904,0.17918165137,0.164227666954,0.398795000277,0.166555399969,0.145373666659,0.108542283314,0.109888152159,0.129633357216,0.122307999991,0.0931914998218,0.0851566087778,0.31221719457,222.11434024,1.0
25,0.145841941128,0.115450368508,0.487475099818,0.184818040692,0.452852499904,0.17918165137,0.232782868415,0.282055359041,0.17101042864,0.210927692242,0.107555105253,0.110974025098,0.119233636694,0.119443650957,0.0964972083782,0.0866973887508,0.165217391304,225.606398116,1.0
26,0.158997277781,0.143147999938,0.487475099818,0.184818040692,0.452852499904,0.17918165137,0.273496999405,0.159812999889,0.156682125118,0.11265484609,0.118840361688,0.112016729759,0.116646667011,0.132697750349,0.0825430001132,0.0916765908795,0.178571428571,143.488805959,1.0
27,0.135032058803,0.159217521629,0.487475099818,0.184818040692,0.452852499904,0.17918165137,0.25983799994,0.282055359041,0.139985333456,0.118502166588,0.11604874993,0.11325588228,0.0850719995797,0.0951129999012,0.0964972083782,0.0976745832789,0.138461538462,130.015417661,1.0
28,0.174501285622,0.0948595001052,0.487475099818,0.184818040692,0.452852499904,0.17918165137,0.232782868415,0.282055359041,0.10809860006,0.0987759999931,0.12277113342,0.11578866678,0.119233636694,0.119443650957,0.0930639998987,0.10105425003,0.0838622607439,255.902241373,1.0
29,0.129006708312,0.138341559954,0.291194999591,0.225569000002,0.336528999731,0.287628333395,0.232782868415,0.464038666959,0.164383187541,0.126931818244,0.112393684179,0.116222474598,0.120763428642,0.110225916685,0.0964972083782,0.0901053428916,0.104712041885,191.083583143,1.0
30,0.139701999943,0.116688722072,0.487475099818,0.191964999773,0.452852499904,0.245959999971,0.132161999121,0.282055359041,0.141579000054,0.16898927791,0.116348442981,0.106907666661,0.127630499657,0.0910480003804,0.0905524999835,0.0829513999447,0.104938271605,200.535996408,1.0
31,0.12522240011,0.143558900058,0.487475099818,0.205258999951,0.452852499904,0.121777000837,0.232782868415,0.461165999994,0.114079000242,0.17564779995,0.112613578964,0.105768499857,0.130624999851,0.116698666786,0.0964972083782,0.0853176364167,0.451327433628,243.563878396,1.0
32,0.134897749987,0.138511041529,0.487475099818,0.180146999657,0.452852499904,0.17918165137,0.154350999743,0.282055359041,0.151411000018,0.154270999925,0.123260012402,0.107239910651,0.127622999872,0.0847729998641,0.0964972083782,0.0908570303158,0.0591397849462,235.199938494,1.0
33,0.163640823708,0.163231499959,0.487475099818,0.422358500306,0.452852499904,0.17918165137,0.180765500059,0.460678999778,0.154526545469,0.152693769178,0.121272203788,0.117023575003,0.146121888835,0.12383500021,0.074540999718,0.0998358460716,0.0789473684211,152.013285961,1.0
34,0.172628850024,0.122841958383,0.487475099818,0.156819667046,0.374683000147,0.148656999692,0.200888143054,0.294019000139,0.175213333264,0.173882949958,0.126588070161,0.113622919992,0.10560654561,0.147048999866,0.0964972083782,0.0931059498806,0.0509554140127,182.498629418,1.0
35,0.120434599742,0.126977500226,0.487475099818,0.155713000335,0.452852499904,0.24575500004,0.204234000295,0.282055359041,0.116115250081,0.142013684062,0.126753406221,0.115857853034,0.103561500087,0.11918860022,0.0800459999591,0.0956944999052,0.0838622607439,255.902241373,1.0
36,0.109002176563,0.153841736972,0.487475099818,0.166468999659,0.452852499904,0.108279000036,0.177288999781,0.282055359041,0.12659728567,0.135306071357,0.122984056589,0.11812760001,0.10129574989,0.119280999992,0.10067659989,0.0845449999906,0.0769230769231,296.167332713,1.0
37,0.118031555683,0.110580705764,0.487475099818,0.165608999785,0.452852499904,0.17918165137,0.195886199735,0.168177500367,0.13771043747,0.148834846054,0.120832297892,0.111281099939,0.111496856968,0.117330499925,0.0950769996271,0.0905144091865,0.0514705882353,245.213734425,1.0
