lr,rl,Lr,Rl,ll,rr,l,r,L,R,Space,Enter,cpm,y
0.312727363632,0.280101736787,0.328945010145,0.407072166648,0.245183655205,0.319032125117,0.133463237277,0.115471419338,0.120063000079,0.133689249982,0.136158999987,0.138328529511,122.761236512,0.0
0.252616095201,0.227784666654,0.328945010145,0.407072166648,0.247356800021,0.239227846157,0.136783630445,0.12749291891,0.119855199847,0.148022999832,0.137752826813,0.140254833347,181.399158923,0.0
0.368924714359,0.197682599956,0.328945010145,0.407072166648,0.230176624988,0.213530000299,0.128668428576,0.123379874974,0.120538727211,0.114309999859,0.0848575001583,0.132341666535,160.6829829,0.0
0.352073000071,0.234770333291,0.495356333287,0.407072166648,0.260519125014,0.172575166604,0.133024697658,0.120320250047,0.118214600068,0.117169999983,0.129524666506,0.137862214353,114.820296497,0.0
0.255001200022,0.202139375004,0.328945010145,0.407072166648,0.188395299972,0.219852699991,0.130137066626,0.11247096774,0.124427477456,0.113272000104,0.137752826813,0.126171000036,203.979660612,0.0
0.338249166729,0.29982522218,0.323204000015,0.407072166648,0.290829249949,0.297543250083,0.11601856249,0.109142949921,0.153215599991,0.119014000054,0.140446999886,0.11592442855,160.6829829,0.0
0.301208666681,0.178119200002,0.328945010145,0.407072166648,0.18145366665,0.269688250031,0.116443636362,0.118766624975,0.124427477456,0.0995839999523,0.130085999845,0.150524666636,160.6829829,0.0
0.221718428523,0.162615750043,0.328945010145,0.407072166648,0.228959799977,0.135283190469,0.140531043482,0.111563371415,0.124427477456,0.111595999915,0.133758333356,0.134498363699,160.6829829,0.0
0.225876300083,0.174812312442,0.328945010145,0.407072166648,0.151854375086,0.264070625068,0.127660702738,0.112377185185,0.124427477456,0.119464492088,0.147096750094,0.129255526331,160.6829829,0.0
0.212666250067,0.146899800003,0.328945010145,0.407072166648,0.241215000395,0.59628157138,0.135099625099,0.10922415379,0.124427477456,0.166609999957,0.136588499881,0.142503400054,160.6829829,0.0
0.331034199987,0.385250375024,0.328945010145,0.27218199987,0.217261769236,0.218181666608,0.114926548389,0.106877473649,0.124761333379,0.0850569996983,0.137752826813,0.118749111011,160.6829829,0.0
0.18831383336,0.200380333285,0.369806250092,0.407072166648,0.191075750083,0.281128363557,0.124018636342,0.11172800001,0.123089999892,0.131103000138,0.137752826813,0.121432500038,160.6829829,0.0
0.265894000164,0.256561173814,0.248164999764,0.407072166648,0.254512947347,0.231556449924,0.126929000003,0.116266226326,0.128587000072,0.0960639994591,0.127751666742,0.148576043546,176.447503198,0.0
0.196701142937,0.301699624863,0.328945010145,0.407072166648,0.16747509087,0.165220444401,0.135534296364,0.118123772723,0.124427477456,0.119464492088,0.137752826813,0.14386330767,160.6829829,0.0
0.261923749873,0.269474592715,0.386256000027,0.407072166648,0.239158499986,0.317970999943,0.14218100001,0.126778983101,0.115075999871,0.119464492088,0.131587000098,0.146897799969,140.054770752,0.0
0.282302038601,0.328569099959,0.328945010145,0.407072166648,0.186071473566,0.342274999886,0.135451793093,0.120891207513,0.124427477456,0.119464492088,0.210141000338,0.143844678499,147.27549476,0.0
0.269177875016,0.188525300194,0.328945010145,0.407072166648,0.248734374996,0.195415642911,0.13565500003,0.104326774186,0.124427477456,0.119464492088,0.13608950004,0.134726181796,160.6829829,0.0
0.284221294062,0.175394499933,0.192126999609,0.345227999613,0.181825481562,0.201093916781,0.126767871,0.108333434687,0.118411666714,0.121580500156,0.129085999914,0.15183470969,147.472171483,0.0
0.314958749805,0.214517687564,0.329216999933,0.407072166648,0.199214833323,0.202438200017,0.134278026938,0.106711923169,0.191126000136,0.119464492088,0.147096999921,0.137813889008,153.110201067,0.0
0.325847736805,0.262778083406,0.451966666616,0.407072166648,0.252700666711,0.492824833374,0.109685346845,0.107682499931,0.123304000021,0.116700625047,0.108069499955,0.134179590905,128.672028677,0.0
0.273249812541,0.262331789457,0.262174999341,0.252168999985,0.28578920003,0.269911866635,0.118119937465,0.112758763134,0.118180399947,0.113503571334,0.119078999385,0.133703846126,120.560657821,0.0
0.315043500107,0.345029300032,0.328945010145,0.399267999921,0.213855499801,0.366055125021,0.115232133327,0.111968170198,0.124427477456,0.10006650025,0.114575500134,0.132187950052,124.078609881,0.0
0.298760437523,0.30545293761,0.247663999908,0.407072166648,0.229937928629,0.265022076953,0.118596740722,0.111601972254,0.105069333377,0.107071999926,0.134087999351,0.132143166589,117.341041874,0.0
0.246997277666,0.272124055566,0.274683999829,0.882584000006,0.226649468852,0.274781533144,0.1180946066,0.114758658495,0.117079249583,0.117746333281,0.134088999592,0.13014918752,126.114131188,0.0
0.2603149287,0.247345545329,0.239156999625,0.370246000588,0.248053277739,0.270345944342,0.12435513629,0.109440868353,0.114575499669,0.102567000315,0.153101000004,0.128195777484,149.928660124,0.0
0.379473388971,0.280630277728,0.328945010145,0.407072166648,0.226249649934,0.221229666534,0.122176980707,0.116321048699,0.141094999854,0.119464492088,0.153103000484,0.133566999929,121.179150526,0.0
0.24404176008,0.211661956475,0.328945010145,0.407072166648,0.228017533322,0.202467111146,0.121024225392,0.119007095185,0.124427477456,0.119464492088,0.137752826813,0.133546750061,141.174845046,0.0
0.280185889039,0.206636049831,0.267176000401,0.407072166648,0.254168351332,0.23897106247,0.125583222278,0.119150142762,0.148098000325,0.119464492088,0.137752826813,0.134489549883,137.118335408,0.0
0.378550399933,0.266276900005,0.328945010145,0.407072166648,0.208577406273,0.378096538524,0.120172661572,0.120055365808,0.121081000194,0.119464492088,0.138591499534,0.134366277709,129.123477554,0.0
0.234705450013,0.256219849968,0.347230000421,0.407072166648,0.205823875003,0.236594124988,0.120341369252,0.114971937515,0.128752000009,0.12007900048,0.137752826813,0.1393527391,143.045135374,0.0
0.320545333438,0.409971399885,0.328945010145,0.407072166648,0.322013400029,0.391884375014,0.117037600055,0.111673799995,0.0860560005531,0.109572999645,0.142594499979,0.131087333274,160.6829829,0.0
0.333060720041,0.273642538438,0.328945010145,0.407072166648,0.234555266735,0.251944444453,0.11930994222,0.114575815779,0.124082999304,0.139842750039,0.137752826813,0.129029111005,119.010441183,0.0
0.332271700026,0.247268842092,0.328945010145,0.332218999974,0.240274384582,0.366842700075,0.121334904775,0.114129432427,0.124427477456,0.102067999542,0.137752826813,0.133827913026,126.055081869,0.0
0.279955038443,0.250386719964,0.32821600046,0.407072166648,0.218016051281,0.197685000073,0.116009853633,0.119525152198,0.133086999878,0.13608899992,0.137752826813,0.136167115317,159.584149296,0.0
0.342676600115,0.237293681849,0.328945010145,0.407072166648,0.225649610886,0.268268909051,0.120020705841,0.117867289454,0.124427477456,0.119464492088,0.157104000449,0.134618352825,117.047924452,0.0
0.240892666671,0.262424107042,0.41627600044,0.662938999943,0.248556086996,0.245633411769,0.122247484908,0.114672403818,0.119829000207,0.11807842872,0.129084999673,0.135470523942,152.475087195,0.0
0.312917354817,0.297589857231,0.668943999801,0.407072166648,0.276373238125,0.253501199931,0.125066777824,0.122480900064,0.116745000084,0.121079999954,0.137752826813,0.137028374826,143.307003919,0.0
0.287016130376,0.21675026929,0.34572450025,0.407072166648,0.234546174012,0.27270684205,0.115727476096,0.111987714257,0.133417999993,0.138092000037,0.127884199843,0.131475444417,140.523170461,0.0
0.265300749976,0.256544437434,0.349231000058,0.34422800038,0.252440181899,0.264031714361,0.124066016668,0.122289208307,0.127084667174,0.109739333702,0.133588500088,0.128529666613,129.178749653,0.0
0.267484999978,0.274824357259,0.276182000525,0.387923333173,0.198226476133,0.220257444411,0.116554704474,0.112943913018,0.120079750195,0.119329749839,0.135589500113,0.146097000067,160.6829829,0.0
0.271322714165,0.29319457151,0.328945010145,0.407072166648,0.230505941217,0.296945750015,0.125616333323,0.116702125059,0.139092000201,0.119464492088,0.137752826813,0.131531666757,160.6829829,0.0
0.274968035719,0.252574703622,0.318210500292,0.407072166648,0.22474440427,0.223014133424,0.12032719353,0.124356823499,0.11207449995,0.119464492088,0.143093000166,0.138245384531,175.110530556,0.0
0.262653999962,0.26413511999,0.255168999545,0.301200000569,0.294012954543,0.300341857198,0.119751093851,0.122905859658,0.105069999583,0.114577000029,0.150099500082,0.133568960018,153.731203942,0.0
0.318611300038,0.239613181827,0.416275999509,0.407072166648,0.23130125918,0.209826375067,0.118740369193,0.117567361749,0.100566499867,0.109572000336,0.137752826813,0.130642444447,149.628369444,0.0
0.36186495823,0.31784681815,0.298197999597,0.407072166648,0.296923818278,0.284779272804,0.124762037716,0.122194131994,0.132339249831,0.114408666578,0.137752826813,0.135005499935,125.148733013,0.0
0.215643272693,0.282446333345,0.225150000304,0.407072166648,0.227182580609,0.251872588168,0.123081652784,0.121948452789,0.103067999706,0.119464492088,0.137752826813,0.145750230859,154.188389946,0.0
0.28501217626,0.218686375146,0.24816500023,0.407072166648,0.209249944581,0.226774812501,0.118153566003,0.121165361771,0.133589000441,0.134095000103,0.137752826813,0.139819818168,134.514680717,0.0
0.34556880001,0.241203608842,0.2271499997,0.407072166648,0.217117526274,0.258698999931,0.12431479308,0.118088403914,0.106068999507,0.119464492088,0.137752826813,0.138686999945,134.153478287,0.0
0.362946352921,0.507117812522,0.328945010145,0.426281999797,0.251903578884,0.469193882418,0.119908560908,0.119941949961,0.124427477456,0.126083750045,0.144429666921,0.131086500129,160.6829829,0.0
0.274419428426,0.24015914294,0.328945010145,0.333220999688,0.233488638937,0.259100357071,0.123040581109,0.121406139654,0.124427477456,0.110081999563,0.137752826813,0.138172280118,144.545886943,0.0
0.242314499982,0.225949560143,0.222146000713,0.407072166648,0.204385187419,0.201990333386,0.117158096674,0.113821711912,0.114576499909,0.154602500144,0.133086999878,0.129246548419,162.669704996,0.0
0.318766111094,0.258337583315,0.312206999399,0.407072166648,0.189125200051,0.2211466666,0.117684090905,0.116410476289,0.113074999768,0.115576750133,0.137752826813,0.126017200078,160.6829829,0.0
0.423780099954,0.307758777816,0.377249999903,0.407072166648,0.254623090848,0.300616083356,0.12560148137,0.116555087025,0.0935615003109,0.105570000131,0.137752826813,0.126183899958,160.6829829,0.0
0.262507111145,0.222592000125,0.328945010145,0.407072166648,0.183246499975,0.313082374982,0.112301409033,0.123871421098,0.119075000286,0.119464492088,0.137752826813,0.130658000042,160.6829829,0.0
0.249529136429,0.248372875076,0.425281999633,1.06970900018,0.199181700032,0.345450888802,0.120846933313,0.120431297358,0.128585500177,0.110072500072,0.116075333829,0.130943714198,127.286867685,0.0
0.233854900114,0.230880090967,0.328945010145,0.407072166648,0.230334181931,0.519093499752,0.125941178628,0.134533611126,0.133088499773,0.119464492088,0.137752826813,0.147540666887,160.6829829,0.0
0.280293071376,0.296003500143,0.328945010145,0.407072166648,0.225549050048,0.271568499919,0.118332301562,0.122025981918,0.134089000523,0.119464492088,0.137752826813,0.149056999867,143.261052678,0.0
0.274848888887,0.258933666739,0.328945010145,0.407072166648,0.226199699892,0.307253600098,0.131263568596,0.122552749913,0.124427477456,0.123081000522,0.119077999145,0.141704722359,115.039341537,0.0
0.26922217384,0.302746304432,0.328945010145,0.407072166648,0.245762633315,0.229179888808,0.12948864173,0.119011098062,0.138090999797,0.119464492088,0.137752826813,0.143726579061,141.291013876,0.0
0.243691117503,0.324325444435,0.258175000548,0.407072166648,0.206290615508,0.332303583467,0.132844780413,0.120593771445,0.128418666311,0.12558349967,0.137752826813,0.138908105265,104.039904504,0.0
0.245855230766,0.233289846219,0.328945010145,0.407072166648,0.243785124971,0.205580555627,0.132782055608,0.122081115484,0.124427477456,0.138092000037,0.137752826813,0.149899400119,160.6829829,0.0
0.355177200027,0.209138600156,0.328945010145,0.407072166648,0.269948692133,0.286990200169,0.136176217388,0.124725499989,0.124427477456,0.119464492088,0.10406799987,0.150599874905,160.6829829,0.0
0.247476999997,0.227241454561,0.328945010145,0.407072166648,0.201132733375,0.213741200231,0.140561032259,0.124977631739,0.124427477456,0.100064999424,0.0910620000213,0.148998600058,160.6829829,0.0
0.317353071445,0.221536777758,0.328945010145,0.407072166648,0.214449538455,0.261887428484,0.134349039979,0.122167413701,0.124427477456,0.119464492088,0.16010500025,0.143402846029,160.6829829,0.0
0.395113100018,0.249082416684,0.328945010145,0.407072166648,0.351089571337,0.24516255543,0.126083565147,0.127209416474,0.124427477456,0.119464492088,0.147098000161,0.144220500253,160.6829829,0.0
0.248166400054,0.267838590905,0.328945010145,0.282186999917,0.23360922721,0.225512454456,0.129390232165,0.131477292627,0.133087000344,0.0850569996983,0.151349999709,0.132970411878,128.52433645,0.0
0.285507772668,0.246538541707,0.193128000014,0.407072166648,0.279851833327,0.234791318209,0.135193,0.126774872721,0.118077999912,0.119464492088,0.199134000577,0.133938850043,145.254995143,0.0
0.462488909083,0.244062099978,0.328945010145,0.407072166648,0.193378833355,0.241826666829,0.147614931013,0.135960130466,0.124427477456,0.119464492088,0.137752826813,0.142594249919,160.6829829,0.0
0.201949187613,0.166571874986,0.184818040692,0.17918165137,0.172454222157,0.330456499971,0.142550971492,0.10964444678,0.119233636694,0.119443650957,0.096005000174,0.148580000004,136.800808505,1.0
0.303478769277,0.142125882263,0.184818040692,0.17918165137,0.165809333355,0.180810400005,0.145985000052,0.120543512198,0.119233636694,0.119443650957,0.0964972083782,0.153928800002,246.091139515,1.0
0.115700666793,0.114287437464,0.184818040692,0.17918165137,0.113592999925,0.128241600096,0.104344782703,0.106328666676,0.119233636694,0.119443650957,0.0964972083782,0.0827454116524,255.902241373,1.0
0.163868459546,0.0965702308772,0.184818040692,0.203139999881,0.150330631577,0.11488515375,0.106139844609,0.11049820832,0.12499900007,0.11718649976,0.0859384997748,0.0926666278609,258.008110791,1.0
0.0602759288491,0.0613009997715,0.184818040692,0.0937580000609,0.080595052654,0.0520963887684,0.103141699987,0.117822769122,0.119233636694,0.109364000149,0.10938199982,0.0989643332238,538.832895999,1.0
0.185772222053,0.0823925455863,0.0937569998205,0.17918165137,0.112866222134,0.109381249989,0.099336142818,0.0989675835008,0.0937569998205,0.119443650957,0.0964972083782,0.0924707501351,255.902241373,1.0
0.151852999885,0.118485000081,0.450010749744,0.176004000008,0.133681580635,0.199548038475,0.108406724705,0.102882250044,0.130212888639,0.134021000471,0.0919975001986,0.0837197931291,226.077345059,1.0
0.097873333469,0.103530176422,0.16198900016,0.17918165137,0.135415088248,0.187414764646,0.114863373047,0.108808019999,0.119994800165,0.119443650957,0.0879810002322,0.0897943792094,311.198911762,1.0
0.186171999977,0.172383499937,0.224844000302,0.0747380005196,0.132710000007,0.0932826000266,0.116677208319,0.108995545486,0.117023999803,0.138041000813,0.0980950002559,0.0938518332421,251.047730893,1.0
0.113447000156,0.0894735293353,0.106068999507,0.17918165137,0.212847916797,0.166225714343,0.108651870892,0.103746347777,0.133087999653,0.110878999811,0.0964972083782,0.0833094166592,255.902241373,1.0
0.118985999764,0.102352705948,0.105374000035,0.17918165137,0.117181058973,0.12464024988,0.120004524966,0.119761181826,0.110004999675,0.101911666493,0.0964972083782,0.0927492499662,255.902241373,1.0
0.138423625031,0.115068722309,0.184818040692,0.17918165137,0.157614785646,0.119919249788,0.114227774995,0.113876888977,0.112937999889,0.119443650957,0.0924273335064,0.0909249998097,255.902241373,1.0
0.176321359017,0.112981291565,0.148533500731,0.17918165137,0.154040531241,0.201475500031,0.116724535743,0.111031528264,0.119396000169,0.106179250171,0.0964972083782,0.0953392542551,325.892322597,1.0
0.145025291713,0.114472222066,0.184818040692,0.111503000371,0.14806003999,0.131099500016,0.116123353022,0.111805249983,0.119233636694,0.12750100065,0.0963870007545,0.0963848213599,210.347625911,1.0
0.218028625008,0.138465555592,0.201497000176,0.17918165137,0.175293666621,0.0915391998366,0.107471411829,0.111777176259,0.123315499863,0.0920649999753,0.0964972083782,0.0958360001031,255.902241373,1.0
0.128676291633,0.126650863708,0.14862699993,0.149655499961,0.155513000034,0.234095666713,0.120818877201,0.10766615907,0.117621799931,0.118100750027,0.0912711998448,0.0955582609724,178.147387083,1.0
0.119849099964,0.118667733421,0.138802999631,0.17918165137,0.18172877265,0.121468750061,0.123871911152,0.114326771429,0.10127449967,0.138220000081,0.117081000004,0.103113478374,334.761615431,1.0
0.124276999892,0.101961399863,0.184818040692,0.17918165137,0.15530661558,0.127087000292,0.116042176453,0.105789636304,0.185445000418,0.116607499775,0.0950967504177,0.0844729167099,255.902241373,1.0
0.105443444413,0.118202900048,0.184818040692,0.173238000367,0.131051749922,0.0969167500734,0.127084571425,0.106887190558,0.127727999352,0.111234333366,0.0974473332365,0.0938335555709,255.902241373,1.0
0.223718199972,0.167717454362,0.137750999536,0.15606349986,0.305422909134,0.154666709206,0.12523211118,0.10855670591,0.113024249906,0.13820875017,0.106080499788,0.0798704999033,255.902241373,1.0
0.107475714359,0.124463999993,0.113554999698,0.17918165137,0.152929499978,0.181261083422,0.112935714202,0.123611884729,0.109255749965,0.119443650957,0.10609500017,0.0823367499979,255.902241373,1.0
0.267097999874,0.200367714278,0.184818040692,0.17918165137,0.140202571372,0.0896399999037,0.129069774231,0.125909750039,0.137956500519,0.119443650957,0.103572500404,0.101637555597,255.902241373,1.0
0.140460160002,0.151839749987,0.358004333141,0.17918165137,0.146649000008,0.155055842068,0.129924915697,0.11641373683,0.1656109998,0.15683049988,0.113415333132,0.0935418274703,191.102682657,1.0
0.135928374948,0.143150200136,0.184818040692,0.17918165137,0.129392375005,0.117373833122,0.118936249893,0.113495937549,0.119233636694,0.119443650957,0.0964972083782,0.0887341663862,255.902241373,1.0
0.193983959928,0.128197758587,0.184818040692,0.17918165137,0.166555399969,0.145373666659,0.108542283314,0.109888152159,0.129633357216,0.122307999991,0.0931914998218,0.0851566087778,222.11434024,1.0
0.145841941128,0.115450368508,0.184818040692,0.17918165137,0.17101042864,0.210927692242,0.107555105253,0.110974025098,0.119233636694,0.119443650957,0.0964972083782,0.0866973887508,225.606398116,1.0
0.158997277781,0.143147999938,0.184818040692,0.17918165137,0.156682125118,0.11265484609,0.118840361688,0.112016729759,0.116646667011,0.132697750349,0.0825430001132,0.0916765908795,143.488805959,1.0
0.135032058803,0.159217521629,0.184818040692,0.17918165137,0.139985333456,0.118502166588,0.11604874993,0.11325588228,0.0850719995797,0.0951129999012,0.0964972083782,0.0976745832789,130.015417661,1.0
0.174501285622,0.0948595001052,0.184818040692,0.17918165137,0.10809860006,0.0987759999931,0.12277113342,0.11578866678,0.119233636694,0.119443650957,0.0930639998987,0.10105425003,255.902241373,1.0
0.129006708312,0.138341559954,0.225569000002,0.287628333395,0.164383187541,0.126931818244,0.112393684179,0.116222474598,0.120763428642,0.110225916685,0.0964972083782,0.0901053428916,191.083583143,1.0
0.139701999943,0.116688722072,0.191964999773,0.245959999971,0.141579000054,0.16898927791,0.116348442981,0.106907666661,0.127630499657,0.0910480003804,0.0905524999835,0.0829513999447,200.535996408,1.0
0.12522240011,0.143558900058,0.205258999951,0.121777000837,0.114079000242,0.17564779995,0.112613578964,0.105768499857,0.130624999851,0.116698666786,0.0964972083782,0.0853176364167,243.563878396,1.0
0.134897749987,0.138511041529,0.180146999657,0.17918165137,0.151411000018,0.154270999925,0.123260012402,0.107239910651,0.127622999872,0.0847729998641,0.0964972083782,0.0908570303158,235.199938494,1.0
0.163640823708,0.163231499959,0.422358500306,0.17918165137,0.154526545469,0.152693769178,0.121272203788,0.117023575003,0.146121888835,0.12383500021,0.074540999718,0.0998358460716,152.013285961,1.0
0.172628850024,0.122841958383,0.156819667046,0.148656999692,0.175213333264,0.173882949958,0.126588070161,0.113622919992,0.10560654561,0.147048999866,0.0964972083782,0.0931059498806,182.498629418,1.0
0.120434599742,0.126977500226,0.155713000335,0.24575500004,0.116115250081,0.142013684062,0.126753406221,0.115857853034,0.103561500087,0.11918860022,0.0800459999591,0.0956944999052,255.902241373,1.0
0.109002176563,0.153841736972,0.166468999659,0.108279000036,0.12659728567,0.135306071357,0.122984056589,0.11812760001,0.10129574989,0.119280999992,0.10067659989,0.0845449999906,296.167332713,1.0
0.118031555683,0.110580705764,0.165608999785,0.17918165137,0.13771043747,0.148834846054,0.120832297892,0.111281099939,0.111496856968,0.117330499925,0.0950769996271,0.0905144091865,245.213734425,1.0
0.211458179932,0.146865803949,0.199128999375,0.17918165137,0.162766410396,0.155925499974,0.116443135104,0.110688464575,0.151594999712,0.107072000392,0.0964972083782,0.0894102104449,291.903017846,1.0
0.186856238061,0.145588837239,0.124787000008,0.17918165137,0.155744484852,0.162471499967,0.118048887776,0.108127848068,0.131860000081,0.119443650957,0.101065999828,0.0836094286825,236.120082803,1.0
0.167404882354,0.171806386354,0.184818040692,0.17918165137,0.192012571486,0.176895256321,0.117771822012,0.119009703725,0.119233636694,0.111720000394,0.0951120005921,0.0916419348315,289.697074433,1.0
0.193350459971,0.156087195622,0.184818040692,0.117077000439,0.161527631592,0.173891800083,0.114548239398,0.115513296706,0.119233636694,0.10107500013,0.0964972083782,0.0896739167899,295.926540965,1.0
0.177525264677,0.163277945985,0.160398000153,0.17918165137,0.149238268254,0.188284885697,0.11787389899,0.107130697909,0.119865800068,0.114076999947,0.0887447497807,0.0891932893642,260.277812974,1.0
0.144582695652,0.129463282556,0.184818040692,0.17918165137,0.178279837182,0.174943818231,0.118437327872,0.108318198121,0.119233636694,0.113825499546,0.112095999531,0.0918903091753,295.202046122,1.0
0.142163399979,0.110138083265,0.184818040692,0.17918165137,0.16869435306,0.109811636365,0.124668184227,0.11237116664,0.119233636694,0.119443650957,0.117057000287,0.0913639999926,255.902241373,1.0
0.208325816318,0.126824018494,0.161987999454,0.111667000689,0.168694142838,0.163953464279,0.121478284484,0.109682505132,0.111453999765,0.145097500179,0.0916717501823,0.0932716277839,281.225768046,1.0
0.185711877943,0.162678599978,0.184818040692,0.100066999905,0.142942815823,0.17183353132,0.111746000005,0.10932273962,0.114430999383,0.122081999667,0.0924392503221,0.0847710732189,258.289900281,1.0
0.176296833316,0.176734471658,0.148018000182,0.17918165137,0.161774865387,0.152507207003,0.125214228954,0.115071295941,0.105977000203,0.119851999916,0.0971589998032,0.0897182500688,277.600454411,1.0
0.169665956526,0.125502882361,0.142429000232,0.17918165137,0.15294825002,0.147750714328,0.123111495957,0.11694639782,0.114341000095,0.108530499507,0.0686034997925,0.097933478208,324.405913939,1.0
0.131435599985,0.156914299726,0.184818040692,0.228563000448,0.110225444556,0.245867249905,0.118782142942,0.104433250081,0.114060500171,0.153672999702,0.0950579997152,0.0741517694954,255.902241373,1.0
0.153975000339,0.11022420004,0.184818040692,0.17918165137,0.186802499928,0.124022749718,0.119015916794,0.100365454585,0.119233636694,0.119443650957,0.0964972083782,0.0902871998027,255.902241373,1.0
0.120281124953,0.106745500211,0.184818040692,0.17918165137,0.116770833265,0.153819999844,0.121251312492,0.0974491177236,0.122081000358,0.0928570001852,0.104060333843,0.0891534616598,255.902241373,1.0
0.105204749852,0.0889957649085,0.156440999359,0.211823000573,0.168239555632,0.101013250067,0.113645750011,0.0995707420272,0.122165999375,0.124514500145,0.106069999747,0.0915474117569,255.902241373,1.0
0.192903666757,0.251729777393,0.184818040692,0.17918165137,0.230099428778,0.154666709206,0.121927333419,0.119484124822,0.117738250061,0.111121999566,0.0964972083782,0.0937536810406,255.902241373,1.0
0.298226333223,0.0715952001512,0.14648533302,0.17918165137,0.129566199984,0.128770857384,0.150497000007,0.0873663750826,0.111876000251,0.127879000269,0.106027499773,0.0776017147249,255.902241373,1.0
0.112817249727,0.120579000213,0.184818040692,0.17918165137,0.129085937457,0.0947866666441,0.121679279916,0.113770077077,0.13641966631,0.126076666949,0.0950660007074,0.0941849998198,255.902241373,1.0
0.145647999908,0.15031235705,0.168117000256,0.17918165137,0.111572600156,0.252354857246,0.118666299867,0.110565999968,0.130424833236,0.119085500017,0.107062000781,0.102314625052,255.902241373,1.0
0.162143750116,0.0809027499054,0.184818040692,0.17918165137,0.0562789998949,0.261600250145,0.111808500253,0.108826249838,0.103215800039,0.14159149956,0.0998102498706,0.0984208333927,255.902241373,1.0
0.152697900031,0.187841799948,0.157427000192,0.17918165137,0.129333166716,0.109891375061,0.110691611086,0.116504521595,0.116182286026,0.119443650957,0.085078000091,0.0995726666103,255.902241373,1.0
0.107161666732,0.102120444282,0.148864000104,0.17918165137,0.165831199847,0.0844980003312,0.139936111143,0.121552600091,0.121268000454,0.135892000049,0.0911919996142,0.104207666668,255.902241373,1.0
0.11417389987,0.0927190769177,0.367221500259,0.165130000561,0.133143904752,0.142951750041,0.121656045466,0.112673085742,0.101389999967,0.11802750011,0.0900840004906,0.0992572726682,343.227094754,1.0
