index,lr,rl,lR,Lr,rL,Rl,lL,rR,ll,rr,l,r,L,R,Space,Enter,Backspace,cpm,y
0,0.256695908918,0.198971875012,0.570893666397,0.123921000399,0.295831999741,0.199133617785,0.24015800003,0.299612625055,0.223535388915,0.207902000053,0.101324527835,0.0821251817556,0.107382400334,0.0926686001942,0.0800499999896,0.0864826665659,0.386666666667,150.079659782,2.0
1,0.183976833631,0.154336099792,0.570893666397,0.178803062532,0.295831999741,0.199133617785,0.177726953773,0.299612625055,0.156692714297,0.244802153813,0.0892467501496,0.0794740385161,0.100756531352,0.086833208105,0.0764021470266,0.0855398333321,0.206315168744,200.256503667,2.0
2,0.270381888789,0.147900249964,0.570893666397,0.178803062532,0.295831999741,0.199133617785,0.177726953773,0.51234500017,0.197870750213,0.236010333368,0.0864965715667,0.0850185500458,0.100756531352,0.0922475000843,0.0764021470266,0.0815506001934,0.206315168744,200.256503667,2.0
3,0.112785200123,0.123924090781,0.570893666397,0.178803062532,0.295831999741,0.13609400019,0.177726953773,0.299612625055,0.151022250066,0.243803499499,0.082713458299,0.0930166842024,0.11207399983,0.0880619995296,0.0640400005504,0.0861581112776,0.206315168744,200.256503667,2.0
4,0.123584499945,0.127486066706,0.570893666397,0.235683499835,0.295831999741,0.199133617785,0.177726953773,0.299612625055,0.141347499991,0.187627833388,0.0915259074558,0.085759872313,0.0840805000626,0.086833208105,0.0764021470266,0.0872007141422,0.451327433628,258.579485207,2.0
5,0.180355470408,0.179860368469,0.570893666397,0.232161000371,0.295831999741,0.199133617785,0.177726953773,0.223147999495,0.125639749924,0.111407000028,0.0869486841716,0.0896986285757,0.0880610002205,0.0955654997379,0.0764021470266,0.0895658332027,0.151785714286,191.998952233,2.0
6,0.209334749961,0.11844357143,0.570893666397,0.244164000265,0.295831999741,0.199133617785,0.12808000017,0.299612625055,0.149500099942,0.162110333393,0.0914895715458,0.0881834848304,0.109405000073,0.086833208105,0.0764021470266,0.0886152222132,0.206315168744,200.256503667,2.0
7,0.125414999926,0.118078375002,0.570893666397,0.178803062532,0.295831999741,0.199133617785,0.177726953773,0.299612625055,0.165276833344,0.212571142907,0.08772476186,0.0808543001767,0.100756531352,0.086833208105,0.0764021470266,0.0834847144516,0.206315168744,200.256503667,2.0
8,0.132736000013,0.113075071347,0.570893666397,0.178803062532,0.295831999741,0.199133617785,0.177726953773,0.299612625055,0.144712153858,0.130864666775,0.0862909834056,0.0849185173625,0.100756531352,0.0640429994091,0.0764021470266,0.0834556000773,0.191176470588,170.314794965,2.0
9,0.257762999972,0.0916772002354,0.570893666397,0.203923000023,0.295831999741,0.191988000646,0.177726953773,0.299612625055,0.113049875014,0.168318500277,0.0822047369163,0.0810431111604,0.0955635001883,0.0724740000442,0.0764021470266,0.0897877776167,0.206315168744,200.256503667,2.0
10,0.121319571377,0.0821545000654,0.570893666397,0.178803062532,0.295831999741,0.199133617785,0.177726953773,0.299612625055,0.254464999889,0.147066666589,0.0934648000635,0.0790153078448,0.100756531352,0.0803890004754,0.0764021470266,0.0831874446529,0.206315168744,200.256503667,2.0
11,0.1166491426,0.100495142862,0.570893666397,0.178803062532,0.295831999741,0.199133617785,0.177726953773,0.299612625055,0.213142000054,0.13809150015,0.0879469259677,0.0776951428769,0.100756531352,0.086833208105,0.0764021470266,0.0888769090684,0.206315168744,200.256503667,2.0
12,0.109572799969,0.126583666618,0.570893666397,0.178803062532,0.295831999741,0.199133617785,0.177726953773,0.299612625055,0.158182923181,0.210890999879,0.0882710000557,0.0792262608428,0.100756531352,0.086833208105,0.0764021470266,0.0804812857615,0.206315168744,200.256503667,2.0
13,0.135976923057,0.135465615572,0.570893666397,0.178803062532,0.295831999741,0.199133617785,0.177726953773,0.299612625055,0.149048148103,0.166936428419,0.0873347857102,0.0825152692313,0.100117500406,0.0981825001072,0.0764021470266,0.0888923911945,0.112781954887,176.609903848,2.0
14,0.0931519999479,0.112217333168,0.570893666397,0.178803062532,0.295831999741,0.16010500025,0.177726953773,0.299612625055,0.131159900036,0.1100727499,0.0860108235741,0.0930784998927,0.100756531352,0.0720459995791,0.0764021470266,0.0852723332743,0.206315168744,200.256503667,2.0
15,0.093808333079,0.119753999902,0.570893666397,0.187484999653,0.295831999741,0.199133617785,0.223840000108,0.299612625055,0.12588945446,0.13609000016,0.0890429583378,0.0863444002345,0.106199333134,0.0720489993691,0.0764021470266,0.0893924167225,0.206315168744,200.256503667,2.0
16,0.148535076887,0.127225607168,0.570893666397,0.0964995003305,0.295831999741,0.199133617785,0.177726953773,0.183356000111,0.153250299999,0.156466388816,0.0896428870788,0.0849261403313,0.098077500239,0.0877843333098,0.0764021470266,0.0939525186464,0.195979899497,216.119725982,2.0
17,0.128449090968,0.115677699959,0.570893666397,0.178803062532,0.295831999741,0.21614000015,0.177726953773,0.384259000421,0.152684500131,0.140740117661,0.0924170889374,0.0839962199703,0.0800560005009,0.10707040038,0.0764021470266,0.0834194544533,0.0869565217391,188.422828109,2.0
